Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,1.6e-06,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH1,CH1 Peak Detect
7.93216e-02,0.78,1.02
7.93232e-02,-0.26,-1.02
7.93248e-02,-0.94,1.02
7.93264e-02,-0.0999999,-1.02
7.93280e-02,0.7,1.02
7.93296e-02,0.74,-1.06
7.93312e-02,-0.22,1.02
7.93328e-02,-0.94,-1.02
7.93344e-02,-0.0999999,1.02
7.93360e-02,0.7,-1.02
7.93376e-02,0.74,1.06
7.93392e-02,-0.22,-1.02
7.93408e-02,-0.94,1.06
7.93424e-02,-0.0599999,-1.02
7.93440e-02,0.7,1.02
7.93456e-02,0.74,-0.98
7.93472e-02,-0.22,1.02
7.93488e-02,-0.9,-1.02
7.93504e-02,-0.0599999,1.06
7.93520e-02,0.7,-1.02
7.93536e-02,0.78,1.06
7.93552e-02,-0.22,-1.02
7.93568e-02,-0.94,1.06
7.93584e-02,-0.0999999,-1.02
7.93600e-02,0.7,1.06
7.93616e-02,0.74,-0.98
7.93632e-02,-0.26,1.06
7.93648e-02,-0.94,-1.02
7.93664e-02,-0.0999999,1.06
7.93680e-02,0.7,-0.98
7.93696e-02,0.78,1.02
7.93712e-02,-0.22,-1.02
7.93728e-02,-0.9,1.02
7.93744e-02,-0.0999999,-0.98
7.93760e-02,0.7,1.06
7.93776e-02,0.74,-1.02
7.93792e-02,-0.22,1.06
7.93808e-02,-0.94,-0.98
7.93824e-02,-0.0999999,1.06
7.93840e-02,0.66,-1.02
7.93856e-02,0.78,1.06
7.93872e-02,-0.22,-1.02
7.93888e-02,-0.9,1.06
7.93904e-02,-0.0999999,-1.02
7.93920e-02,0.7,1.02
7.93936e-02,0.78,-1.02
7.93952e-02,-0.18,1.06
7.93968e-02,-0.94,-1.02
7.93984e-02,-0.0999999,1.06
7.94000e-02,0.7,-1.02
7.94016e-02,0.78,1.02
7.94032e-02,-0.18,-1.02
7.94048e-02,-0.94,1.06
7.94064e-02,-0.0599999,-1.02
7.94080e-02,0.7,1.02
7.94096e-02,0.78,-1.02
7.94112e-02,-0.18,1.06
7.94128e-02,-0.94,-1.02
7.94144e-02,-0.0999999,1.06
7.94160e-02,0.7,-1.02
7.94176e-02,0.74,1.06
7.94192e-02,-0.22,-1.02
7.94208e-02,-0.94,1.06
7.94224e-02,-0.0599999,-1.02
7.94240e-02,0.7,1.06
7.94256e-02,0.74,-1.02
7.94272e-02,-0.22,1.06
7.94288e-02,-0.94,-1.02
7.94304e-02,-0.0599999,1.06
7.94320e-02,0.7,-1.06
7.94336e-02,0.78,1.06
7.94352e-02,-0.18,-1.02
7.94368e-02,-0.9,1.06
7.94384e-02,-0.0599999,-1.06
7.94400e-02,0.7,1.06
7.94416e-02,0.78,-1.06
7.94432e-02,-0.18,1.06
7.94448e-02,-0.94,-1.06
7.94464e-02,-0.0599999,1.06
7.94480e-02,0.7,-1.06
7.94496e-02,0.78,1.06
7.94512e-02,-0.18,-1.06
7.94528e-02,-0.94,1.06
7.94544e-02,-0.0199999,-1.06
7.94560e-02,0.7,1.06
7.94576e-02,0.78,-1.06
7.94592e-02,-0.18,1.06
7.94608e-02,-0.9,-1.06
7.94624e-02,-0.0599999,1.06
7.94640e-02,0.74,-1.06
7.94656e-02,0.78,1.06
7.94672e-02,-0.14,-1.06
7.94688e-02,-0.94,1.06
7.94704e-02,-0.0999999,-1.06
7.94720e-02,0.74,1.06
7.94736e-02,0.78,-1.06
7.94752e-02,-0.18,1.02
7.94768e-02,-0.94,-1.06
7.94784e-02,-0.0599999,1.06
7.94800e-02,0.7,-1.06
7.94816e-02,0.82,1.06
7.94832e-02,-0.18,-1.06
7.94848e-02,-0.94,1.02
7.94864e-02,-0.0599999,-1.06
7.94880e-02,0.74,1.06
7.94896e-02,0.82,-1.06
7.94912e-02,-0.18,1.06
7.94928e-02,-0.9,-1.06
7.94944e-02,-0.0599999,1.06
7.94960e-02,0.7,-1.06
7.94976e-02,0.78,1.06
7.94992e-02,-0.18,-1.02
7.95008e-02,-0.94,1.02
7.95024e-02,-0.0599999,-1.06
7.95040e-02,0.74,1.02
7.95056e-02,0.82,-1.02
7.95072e-02,-0.18,1.02
7.95088e-02,-0.94,-1.02
7.95104e-02,-0.0999999,1.02
7.95120e-02,0.74,-1.06
7.95136e-02,0.78,1.02
7.95152e-02,-0.18,-1.02
7.95168e-02,-0.94,1.02
7.95184e-02,-0.0599999,-1.02
7.95200e-02,0.7,1.02
7.95216e-02,0.78,-1.02
7.95232e-02,-0.14,1.02
7.95248e-02,-0.94,-1.06
7.95264e-02,-0.0599999,1.02
7.95280e-02,0.66,-1.02
7.95296e-02,0.82,1.02
7.95312e-02,-0.14,-1.02
7.95328e-02,-0.94,1.02
7.95344e-02,-0.0999999,-1.02
7.95360e-02,0.7,1.02
7.95376e-02,0.78,-1.02
7.95392e-02,-0.14,1.02
7.95408e-02,-0.94,-1.02
7.95424e-02,-0.0999999,1.02
7.95440e-02,0.7,-1.02
7.95456e-02,0.82,1.06
7.95472e-02,-0.14,-0.98
7.95488e-02,-0.9,1.02
7.95504e-02,-0.0999999,-1.02
7.95520e-02,0.7,1.06
7.95536e-02,0.78,-1.02
7.95552e-02,-0.14,1.06
7.95568e-02,-0.94,-1.02
7.95584e-02,-0.14,1.02
7.95600e-02,0.66,-0.98
7.95616e-02,0.82,1.02
7.95632e-02,-0.14,-0.98
7.95648e-02,-0.94,1.02
7.95664e-02,-0.18,-1.02
7.95680e-02,0.7,1.02
7.95696e-02,0.82,-0.98
7.95712e-02,-0.0999999,1.06
7.95728e-02,-0.94,-0.98
7.95744e-02,-0.14,1.06
7.95760e-02,0.66,-1.02
7.95776e-02,0.82,1.06
7.95792e-02,-0.0999999,-0.98
7.95808e-02,-0.9,1.02
7.95824e-02,-0.14,-0.98
7.95840e-02,0.66,1.06
7.95856e-02,0.82,-0.98
7.95872e-02,-0.14,1.02
7.95888e-02,-0.94,-0.98
7.95904e-02,-0.22,1.06
7.95920e-02,0.66,-0.98
7.95936e-02,0.86,1.06
7.95952e-02,-0.0999999,-0.98
7.95968e-02,-0.9,1.06
7.95984e-02,-0.18,-0.98
7.96000e-02,0.66,1.06
7.96016e-02,0.82,-0.98
7.96032e-02,-0.0999999,1.02
7.96048e-02,-0.9,-0.98
7.96064e-02,-0.22,1.06
7.96080e-02,0.62,-0.98
7.96096e-02,0.82,1.06
7.96112e-02,-0.14,-0.98
7.96128e-02,-0.9,1.06
7.96144e-02,-0.22,-0.98
7.96160e-02,0.62,1.06
7.96176e-02,0.82,-0.98
7.96192e-02,-0.0999999,1.06
7.96208e-02,-0.9,-0.98
7.96224e-02,-0.22,1.06
7.96240e-02,0.62,-0.98
7.96256e-02,0.82,1.06
7.96272e-02,-0.0999999,-0.98
7.96288e-02,-0.9,1.02
7.96304e-02,-0.22,-0.98
7.96320e-02,0.62,1.06
7.96336e-02,0.82,-0.98
7.96352e-02,-0.0999999,1.06
7.96368e-02,-0.9,-0.98
7.96384e-02,-0.22,1.06
7.96400e-02,0.62,-0.98
7.96416e-02,0.82,1.06
7.96432e-02,-0.0999999,-0.98
7.96448e-02,-0.9,1.06
7.96464e-02,-0.18,-0.98
7.96480e-02,0.58,1.06
7.96496e-02,0.82,-0.98
7.96512e-02,-0.0599999,1.02
7.96528e-02,-0.94,-0.98
7.96544e-02,-0.22,1.02
7.96560e-02,0.58,-0.98
7.96576e-02,0.82,1.06
7.96592e-02,-0.0599999,-0.98
7.96608e-02,-0.9,1.06
7.96624e-02,-0.26,-0.98
7.96640e-02,0.62,1.06
7.96656e-02,0.82,-0.98
7.96672e-02,-0.0599999,1.06
7.96688e-02,-0.9,-0.98
7.96704e-02,-0.22,1.06
7.96720e-02,0.58,-0.98
7.96736e-02,0.86,1.06
7.96752e-02,-0.0599999,-0.98
7.96768e-02,-0.9,1.02
7.96784e-02,-0.22,-0.98
7.96800e-02,0.62,1.06
7.96816e-02,0.82,-0.98
7.96832e-02,-0.0599999,1.06
7.96848e-02,-0.94,-0.98
7.96864e-02,-0.22,1.06
7.96880e-02,0.62,-0.98
7.96896e-02,0.86,1.06
7.96912e-02,-0.0599999,-0.98
7.96928e-02,-0.9,1.06
7.96944e-02,-0.18,-0.98
7.96960e-02,0.62,1.06
7.96976e-02,0.86,-0.98
7.96992e-02,-0.0199999,1.06
7.97008e-02,-0.9,-0.98
7.97024e-02,-0.18,1.06
7.97040e-02,0.62,-0.98
7.97056e-02,0.86,1.06
7.97072e-02,-0.0599999,-0.98
7.97088e-02,-0.9,1.06
7.97104e-02,-0.18,-0.98
7.97120e-02,0.66,1.06
7.97136e-02,0.82,-0.98
7.97152e-02,-0.0599999,1.06
7.97168e-02,-0.9,-0.98
7.97184e-02,-0.18,1.1
7.97200e-02,0.62,-1.02
7.97216e-02,0.82,1.06
7.97232e-02,-0.0199999,-1.02
7.97248e-02,-0.9,1.06
7.97264e-02,-0.18,-1.02
7.97280e-02,0.66,1.06
7.97296e-02,0.78,-1.02
7.97312e-02,-0.0199999,1.06
7.97328e-02,-0.9,-1.02
7.97344e-02,-0.22,1.06
7.97360e-02,0.62,-1.02
7.97376e-02,0.86,1.06
7.97392e-02,-0.0199999,-1.02
7.97408e-02,-0.9,1.06
7.97424e-02,-0.18,-1.02
7.97440e-02,0.66,1.06
7.97456e-02,0.82,-1.02
7.97472e-02,-0.0199999,1.1
7.97488e-02,-0.9,-1.02
7.97504e-02,-0.18,1.06
7.97520e-02,0.62,-1.02
7.97536e-02,0.86,1.06
7.97552e-02,-0.0199999,-1.02
7.97568e-02,-0.9,1.06
7.97584e-02,-0.18,-1.02
7.97600e-02,0.66,1.06
7.97616e-02,0.82,-1.02
7.97632e-02,-0.0199999,1.06
7.97648e-02,-0.9,-1.02
7.97664e-02,-0.18,1.06
7.97680e-02,0.66,-1.02
7.97696e-02,0.86,1.06
7.97712e-02,-0.0199999,-1.02
7.97728e-02,-0.9,1.02
7.97744e-02,-0.22,-1.02
7.97760e-02,0.62,1.06
7.97776e-02,0.82,-1.02
7.97792e-02,-0.0199999,1.06
7.97808e-02,-0.9,-1.02
7.97824e-02,-0.22,1.06
7.97840e-02,0.62,-1.02
7.97856e-02,0.86,1.06
7.97872e-02,-0.0199999,-1.02
7.97888e-02,-0.9,1.02
7.97904e-02,-0.22,-0.98
7.97920e-02,0.66,1.06
7.97936e-02,0.86,-1.02
7.97952e-02,-0.0199999,1.02
7.97968e-02,-0.9,-0.98
7.97984e-02,-0.22,1.06
7.98000e-02,0.62,-0.98
7.98016e-02,0.82,1.06
7.98032e-02,0.0200001,-0.98
7.98048e-02,-0.86,1.06
7.98064e-02,-0.22,-0.98
7.98080e-02,0.62,1.02
7.98096e-02,0.86,-0.98
7.98112e-02,0.0200001,1.02
7.98128e-02,-0.9,-0.98
7.98144e-02,-0.22,1.06
7.98160e-02,0.62,-0.98
7.98176e-02,0.86,1.02
7.98192e-02,-0.0199999,-0.98
7.98208e-02,-0.86,1.02
7.98224e-02,-0.26,-0.98
7.98240e-02,0.62,1.02
7.98256e-02,0.86,-0.98
7.98272e-02,0.0200001,1.02
7.98288e-02,-0.86,-0.98
7.98304e-02,-0.26,1.02
7.98320e-02,0.58,-0.94
7.98336e-02,0.9,1.02
7.98352e-02,0.0200001,-0.98
7.98368e-02,-0.9,1.02
7.98384e-02,-0.3,-0.94
7.98400e-02,0.58,1.02
7.98416e-02,0.86,-0.94
7.98432e-02,0.0200001,1.02
7.98448e-02,-0.9,-0.94
7.98464e-02,-0.3,1.02
7.98480e-02,0.54,-0.94
7.98496e-02,0.9,1.02
7.98512e-02,0.0200001,-0.98
7.98528e-02,-0.9,1.02
7.98544e-02,-0.3,-0.98
7.98560e-02,0.58,1.06
7.98576e-02,0.86,-0.98
7.98592e-02,0.0200001,1.02
7.98608e-02,-0.9,-0.98
7.98624e-02,-0.26,1.02
7.98640e-02,0.58,-0.98
7.98656e-02,0.9,1.06
7.98672e-02,0.0200001,-0.94
7.98688e-02,-0.9,1.02
7.98704e-02,-0.3,-0.98
7.98720e-02,0.5,1.02
7.98736e-02,0.86,-0.98
7.98752e-02,0.0600001,1.02
7.98768e-02,-0.86,-0.98
7.98784e-02,-0.34,1.02
7.98800e-02,0.5,-0.98
7.98816e-02,0.86,1.02
7.98832e-02,0.0600001,-0.98
7.98848e-02,-0.9,1.02
7.98864e-02,-0.34,-1.02
7.98880e-02,0.54,1.02
7.98896e-02,0.86,-0.98
7.98912e-02,0.0600001,1.02
7.98928e-02,-0.9,-1.02
7.98944e-02,-0.3,1.02
7.98960e-02,0.5,-0.98
7.98976e-02,0.86,1.02
7.98992e-02,0.0600001,-1.02
7.99008e-02,-0.86,1.02
7.99024e-02,-0.34,-1.02
7.99040e-02,0.5,1.02
7.99056e-02,0.9,-0.98
7.99072e-02,0.0600001,1.02
7.99088e-02,-0.9,-1.02
7.99104e-02,-0.34,1.02
7.99120e-02,0.5,-1.02
7.99136e-02,0.86,1.02
7.99152e-02,0.0600001,-0.98
7.99168e-02,-0.86,1.02
7.99184e-02,-0.34,-1.02
7.99200e-02,0.5,1.02
7.99216e-02,0.86,-0.98
7.99232e-02,0.0600001,1.02
7.99248e-02,-0.86,-1.02
7.99264e-02,-0.34,1.02
7.99280e-02,0.5,-1.02
7.99296e-02,0.86,1.02
7.99312e-02,0.0600001,-1.02
7.99328e-02,-0.86,1.02
7.99344e-02,-0.34,-1.02
7.99360e-02,0.5,1.02
7.99376e-02,0.86,-0.98
7.99392e-02,0.1,1.02
7.99408e-02,-0.86,-1.02
7.99424e-02,-0.3,1.02
7.99440e-02,0.5,-1.02
7.99456e-02,0.86,1.02
7.99472e-02,0.0600001,-0.98
7.99488e-02,-0.86,1.02
7.99504e-02,-0.3,-0.98
7.99520e-02,0.5,1.02
7.99536e-02,0.86,-0.98
7.99552e-02,0.1,1.02
7.99568e-02,-0.86,-1.02
7.99584e-02,-0.3,1.02
7.99600e-02,0.5,-1.02
7.99616e-02,0.86,1.06
7.99632e-02,0.1,-0.98
7.99648e-02,-0.86,1.02
7.99664e-02,-0.3,-1.02
7.99680e-02,0.54,1.06
7.99696e-02,0.86,-0.98
7.99712e-02,0.1,1.06
7.99728e-02,-0.9,-1.02
7.99744e-02,-0.34,1.02
7.99760e-02,0.54,-1.02
7.99776e-02,0.86,1.02
7.99792e-02,0.1,-0.98
7.99808e-02,-0.86,1.06
7.99824e-02,-0.3,-0.98
7.99840e-02,0.54,1.06
7.99856e-02,0.86,-0.98
7.99872e-02,0.14,1.02
7.99888e-02,-0.9,-1.02
7.99904e-02,-0.3,1.06
7.99920e-02,0.54,-0.98
7.99936e-02,0.86,1.06
7.99952e-02,0.14,-0.98
7.99968e-02,-0.86,1.06
7.99984e-02,-0.3,-0.98
8.00000e-02,0.54,1.06
8.00016e-02,0.86,-0.98
8.00032e-02,0.14,1.06
8.00048e-02,-0.86,-0.98
8.00064e-02,-0.3,1.06
8.00080e-02,0.54,-0.98
8.00096e-02,0.86,1.06
8.00112e-02,0.14,-0.98
8.00128e-02,-0.86,1.06
8.00144e-02,-0.3,-0.98
8.00160e-02,0.54,1.06
8.00176e-02,0.9,-0.94
8.00192e-02,0.14,1.06
8.00208e-02,-0.86,-0.98
8.00224e-02,-0.3,1.06
8.00240e-02,0.54,-0.98
8.00256e-02,0.86,1.06
8.00272e-02,0.14,-0.98
8.00288e-02,-0.82,1.06
8.00304e-02,-0.3,-0.98
8.00320e-02,0.54,1.06
8.00336e-02,0.86,-0.98
8.00352e-02,0.14,1.06
8.00368e-02,-0.82,-0.94
8.00384e-02,-0.3,1.06
8.00400e-02,0.54,-0.98
8.00416e-02,0.9,1.06
8.00432e-02,0.14,-0.94
8.00448e-02,-0.82,1.02
8.00464e-02,-0.34,-0.94
8.00480e-02,0.54,1.06
8.00496e-02,0.9,-0.94
8.00512e-02,0.14,1.02
8.00528e-02,-0.82,-0.98
8.00544e-02,-0.34,1.02
8.00560e-02,0.5,-0.94
8.00576e-02,0.86,1.06
8.00592e-02,0.14,-0.94
8.00608e-02,-0.86,1.02
8.00624e-02,-0.3,-0.98
8.00640e-02,0.54,1.06
8.00656e-02,0.86,-0.94
8.00672e-02,0.14,1.02
8.00688e-02,-0.82,-0.94
8.00704e-02,-0.34,1.02
8.00720e-02,0.54,-0.94
8.00736e-02,0.86,1.02
8.00752e-02,0.14,-0.94
8.00768e-02,-0.82,1.02
8.00784e-02,-0.34,-0.98
8.00800e-02,0.5,1.06
8.00816e-02,0.86,-0.94
8.00832e-02,0.18,1.02
8.00848e-02,-0.82,-0.94
8.00864e-02,-0.34,1.02
8.00880e-02,0.5,-0.94
8.00896e-02,0.86,1.02
8.00912e-02,0.14,-0.98
8.00928e-02,-0.82,1.02
8.00944e-02,-0.34,-0.94
8.00960e-02,0.5,1.02
8.00976e-02,0.86,-0.98
8.00992e-02,0.14,1.02
8.01008e-02,-0.82,-0.98
8.01024e-02,-0.34,1.02
8.01040e-02,0.46,-0.98
8.01056e-02,0.86,0.98
8.01072e-02,0.18,-0.94
8.01088e-02,-0.82,1.02
8.01104e-02,-0.38,-0.98
8.01120e-02,0.5,0.98
8.01136e-02,0.86,-0.98
8.01152e-02,0.18,0.98
8.01168e-02,-0.78,-0.98
8.01184e-02,-0.38,0.98
8.01200e-02,0.42,-0.98
8.01216e-02,0.9,0.98
8.01232e-02,0.18,-0.98
8.01248e-02,-0.82,0.98
8.01264e-02,-0.42,-0.98
8.01280e-02,0.42,0.98
8.01296e-02,0.86,-0.98
8.01312e-02,0.22,0.98
8.01328e-02,-0.78,-1.02
8.01344e-02,-0.46,0.98
8.01360e-02,0.46,-0.98
8.01376e-02,0.86,0.98
8.01392e-02,0.18,-1.02
8.01408e-02,-0.82,0.94
8.01424e-02,-0.42,-0.98
8.01440e-02,0.42,0.98
8.01456e-02,0.86,-0.98
8.01472e-02,0.22,0.98
8.01488e-02,-0.78,-0.98
8.01504e-02,-0.42,0.98
8.01520e-02,0.42,-1.02
8.01536e-02,0.9,0.98
8.01552e-02,0.18,-0.98
8.01568e-02,-0.82,0.98
8.01584e-02,-0.42,-1.02
8.01600e-02,0.38,0.98
8.01616e-02,0.86,-0.98
8.01632e-02,0.22,0.94
8.01648e-02,-0.78,-0.98
8.01664e-02,-0.42,0.94
8.01680e-02,0.38,-1.02
8.01696e-02,0.86,0.98
8.01712e-02,0.22,-1.02
8.01728e-02,-0.82,0.94
8.01744e-02,-0.42,-1.02
8.01760e-02,0.38,0.94
8.01776e-02,0.86,-1.02
8.01792e-02,0.22,0.94
8.01808e-02,-0.82,-1.02
8.01824e-02,-0.46,0.94
8.01840e-02,0.38,-1.02
8.01856e-02,0.86,0.94
8.01872e-02,0.22,-0.98
8.01888e-02,-0.78,0.94
8.01904e-02,-0.42,-1.02
8.01920e-02,0.38,0.94
8.01936e-02,0.86,-1.02
8.01952e-02,0.22,0.94
8.01968e-02,-0.78,-1.02
8.01984e-02,-0.42,0.94
8.02000e-02,0.34,-1.02
8.02016e-02,0.86,0.98
8.02032e-02,0.22,-1.02
8.02048e-02,-0.78,0.94
8.02064e-02,-0.46,-1.02
8.02080e-02,0.38,0.94
8.02096e-02,0.82,-1.02
8.02112e-02,0.26,0.94
8.02128e-02,-0.78,-0.98
8.02144e-02,-0.42,0.94
8.02160e-02,0.42,-1.02
8.02176e-02,0.86,0.94
8.02192e-02,0.26,-1.02
8.02208e-02,-0.78,0.94
8.02224e-02,-0.42,-1.02
8.02240e-02,0.38,0.98
8.02256e-02,0.86,-0.98
8.02272e-02,0.22,0.98
8.02288e-02,-0.78,-1.02
8.02304e-02,-0.42,0.98
8.02320e-02,0.38,-1.02
8.02336e-02,0.86,0.98
8.02352e-02,0.26,-1.02
8.02368e-02,-0.78,0.98
8.02384e-02,-0.38,-1.02
8.02400e-02,0.42,0.98
8.02416e-02,0.86,-1.02
8.02432e-02,0.26,0.98
8.02448e-02,-0.78,-1.02
8.02464e-02,-0.38,0.98
8.02480e-02,0.42,-1.02
8.02496e-02,0.9,0.98
8.02512e-02,0.22,-1.02
8.02528e-02,-0.78,0.98
8.02544e-02,-0.42,-1.02
8.02560e-02,0.38,1.02
8.02576e-02,0.86,-1.02
8.02592e-02,0.26,0.98
8.02608e-02,-0.78,-1.02
8.02624e-02,-0.42,1.02
8.02640e-02,0.42,-1.06
8.02656e-02,0.9,0.98
8.02672e-02,0.26,-1.02
8.02688e-02,-0.78,0.98
8.02704e-02,-0.38,-1.02
8.02720e-02,0.42,1.02
8.02736e-02,0.86,-1.02
8.02752e-02,0.26,1.02
8.02768e-02,-0.78,-1.02
8.02784e-02,-0.38,1.02
8.02800e-02,0.38,-1.02
8.02816e-02,0.86,1.02
8.02832e-02,0.26,-1.02
8.02848e-02,-0.78,1.02
8.02864e-02,-0.42,-0.98
8.02880e-02,0.42,1.02
8.02896e-02,0.9,-1.02
8.02912e-02,0.3,1.02
8.02928e-02,-0.74,-1.02
8.02944e-02,-0.42,1.02
8.02960e-02,0.42,-0.98
8.02976e-02,0.86,1.02
8.02992e-02,0.3,-1.02
8.03008e-02,-0.78,1.02
8.03024e-02,-0.42,-1.02
8.03040e-02,0.46,1.02
8.03056e-02,0.86,-0.98
8.03072e-02,0.26,1.02
8.03088e-02,-0.74,-1.02
8.03104e-02,-0.46,1.02
8.03120e-02,0.42,-0.98
8.03136e-02,0.86,1.02
8.03152e-02,0.3,-0.98
8.03168e-02,-0.78,1.02
8.03184e-02,-0.42,-0.98
8.03200e-02,0.46,1.02
8.03216e-02,0.86,-0.98
8.03232e-02,0.26,1.02
8.03248e-02,-0.78,-0.98
8.03264e-02,-0.42,1.02
8.03280e-02,0.42,-1.02
8.03296e-02,0.86,0.98
8.03312e-02,0.3,-0.98
8.03328e-02,-0.78,0.98
8.03344e-02,-0.42,-0.98
8.03360e-02,0.42,0.98
8.03376e-02,0.9,-0.98
8.03392e-02,0.3,0.98
8.03408e-02,-0.74,-1.02
8.03424e-02,-0.42,1.02
8.03440e-02,0.42,-0.98
8.03456e-02,0.86,1.02
8.03472e-02,0.26,-0.98
8.03488e-02,-0.74,0.98
8.03504e-02,-0.46,-1.02
8.03520e-02,0.42,0.98
8.03536e-02,0.86,-0.98
8.03552e-02,0.3,1.02
8.03568e-02,-0.74,-0.98
8.03584e-02,-0.46,0.98
8.03600e-02,0.38,-0.98
8.03616e-02,0.86,0.98
8.03632e-02,0.3,-0.98
8.03648e-02,-0.74,0.98
8.03664e-02,-0.46,-0.98
8.03680e-02,0.38,0.98
8.03696e-02,0.86,-0.98
8.03712e-02,0.3,0.98
8.03728e-02,-0.74,-1.02
8.03744e-02,-0.5,0.98
8.03760e-02,0.38,-1.02
8.03776e-02,0.86,0.94
8.03792e-02,0.3,-0.98
8.03808e-02,-0.74,0.94
8.03824e-02,-0.5,-1.02
8.03840e-02,0.38,0.94
8.03856e-02,0.9,-0.98
8.03872e-02,0.3,0.94
8.03888e-02,-0.74,-0.98
8.03904e-02,-0.54,0.94
8.03920e-02,0.34,-1.02
8.03936e-02,0.86,0.94
8.03952e-02,0.34,-1.02
8.03968e-02,-0.74,0.94
8.03984e-02,-0.5,-1.02
8.04000e-02,0.34,0.94
8.04016e-02,0.86,-1.02
8.04032e-02,0.34,0.94
8.04048e-02,-0.7,-1.02
8.04064e-02,-0.5,0.94
8.04080e-02,0.34,-1.02
8.04096e-02,0.86,0.94
8.04112e-02,0.3,-1.02
8.04128e-02,-0.7,0.94
8.04144e-02,-0.5,-1.02
8.04160e-02,0.3,0.98
8.04176e-02,0.86,-1.02
8.04192e-02,0.34,0.98
8.04208e-02,-0.7,-1.02
8.04224e-02,-0.5,0.98
8.04240e-02,0.3,-1.02
8.04256e-02,0.9,0.94
8.04272e-02,0.34,-1.02
8.04288e-02,-0.7,0.94
8.04304e-02,-0.5,-1.02
8.04320e-02,0.26,0.94
8.04336e-02,0.86,-1.02
8.04352e-02,0.34,0.94
8.04368e-02,-0.74,-1.02
8.04384e-02,-0.54,0.98
8.04400e-02,0.34,-1.02
8.04416e-02,0.86,0.94
8.04432e-02,0.34,-1.02
8.04448e-02,-0.7,0.94
8.04464e-02,-0.54,-1.02
8.04480e-02,0.26,0.98
8.04496e-02,0.86,-1.06
8.04512e-02,0.34,0.98
8.04528e-02,-0.7,-1.02
8.04544e-02,-0.54,0.94
8.04560e-02,0.3,-1.02
8.04576e-02,0.9,0.98
8.04592e-02,0.34,-1.02
8.04608e-02,-0.7,0.98
8.04624e-02,-0.5,-1.06
8.04640e-02,0.3,0.98
8.04656e-02,0.9,-1.02
8.04672e-02,0.38,0.94
8.04688e-02,-0.7,-1.02
8.04704e-02,-0.5,0.94
8.04720e-02,0.26,-1.02
8.04736e-02,0.86,0.98
8.04752e-02,0.34,-1.02
8.04768e-02,-0.7,0.94
8.04784e-02,-0.54,-1.02
8.04800e-02,0.3,0.98
8.04816e-02,0.86,-1.02
8.04832e-02,0.38,0.94
8.04848e-02,-0.7,-1.02
8.04864e-02,-0.54,0.98
8.04880e-02,0.26,-1.02
8.04896e-02,0.9,0.98
8.04912e-02,0.34,-1.02
8.04928e-02,-0.74,0.94
8.04944e-02,-0.54,-1.02
8.04960e-02,0.26,0.98
8.04976e-02,0.86,-1.06
8.04992e-02,0.34,0.94
8.05008e-02,-0.7,-1.02
8.05024e-02,-0.5,0.98
8.05040e-02,0.3,-1.06
8.05056e-02,0.86,0.98
8.05072e-02,0.38,-1.02
8.05088e-02,-0.7,0.94
8.05104e-02,-0.5,-1.02
8.05120e-02,0.3,0.98
8.05136e-02,0.86,-1.02
8.05152e-02,0.38,0.98
8.05168e-02,-0.7,-1.06
8.05184e-02,-0.5,0.94
8.05200e-02,0.3,-1.06
8.05216e-02,0.86,0.94
8.05232e-02,0.38,-1.02
8.05248e-02,-0.7,0.94
8.05264e-02,-0.5,-1.06
8.05280e-02,0.34,0.98
8.05296e-02,0.86,-1.06
8.05312e-02,0.38,0.94
8.05328e-02,-0.66,-1.06
8.05344e-02,-0.46,0.94
8.05360e-02,0.34,-1.06
8.05376e-02,0.86,0.94
8.05392e-02,0.38,-1.06
8.05408e-02,-0.7,0.94
8.05424e-02,-0.5,-1.06
8.05440e-02,0.3,0.94
8.05456e-02,0.9,-1.02
8.05472e-02,0.38,0.94
8.05488e-02,-0.7,-1.06
8.05504e-02,-0.54,0.98
8.05520e-02,0.34,-1.06
8.05536e-02,0.86,0.98
8.05552e-02,0.42,-1.02
8.05568e-02,-0.7,0.98
8.05584e-02,-0.46,-1.02
8.05600e-02,0.34,0.98
8.05616e-02,0.86,-1.02
8.05632e-02,0.38,0.98
8.05648e-02,-0.7,-1.02
8.05664e-02,-0.54,0.98
8.05680e-02,0.34,-1.02
8.05696e-02,0.86,0.98
8.05712e-02,0.42,-1.02
8.05728e-02,-0.7,0.94
8.05744e-02,-0.5,-1.02
8.05760e-02,0.34,0.98
8.05776e-02,0.82,-1.02
8.05792e-02,0.42,0.98
8.05808e-02,-0.66,-1.02
8.05824e-02,-0.54,0.98
8.05840e-02,0.34,-1.02
8.05856e-02,0.86,0.98
8.05872e-02,0.42,-1.02
8.05888e-02,-0.66,0.98
8.05904e-02,-0.5,-1.02
8.05920e-02,0.34,0.94
8.05936e-02,0.86,-1.02
8.05952e-02,0.42,0.94
8.05968e-02,-0.66,-1.02
8.05984e-02,-0.5,0.94
8.06000e-02,0.3,-1.02
8.06016e-02,0.86,0.94
8.06032e-02,0.42,-0.98
8.06048e-02,-0.66,0.94
8.06064e-02,-0.5,-1.02
8.06080e-02,0.34,0.98
